ano;REGIAO;uf;tipo_combustivel;id_municipio;municipio;volume_vendas_m3;_ARQUIVO_ORIGEM
1990;REGIÃO NORTE;15;DIESEL;1500503;ALMEIRIM;27098945.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1500602;ALTAMIRA;18055944.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1500800;ANANINDEUA;45731550.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1500909;AUGUSTO CORREA;293620.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1501006;AVEIRO;218370.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1501105;BAGRE;39720.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1501204;BAIAO;587772.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1501303;BARCARENA;5792768.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1501402;BELEM;180885678.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1501501;BENEVIDES;13746879.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1501576;BOM JESUS DO TOCANTINS;220368.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1501709;BRAGANCA;9165963.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1501808;BREVES;10857609.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1501907;BUJARU;679911.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1502004;CACHOEIRA DO ARARI;620569.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1502103;CAMETA;4411445.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1502202;CAPANEMA;6086794.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1502301;CAPITAO POCO;2221784.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1502400;CASTANHAL;12007174.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1502707;CONCEICAO DO ARAGUAIA;5157247.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1502756;CONCORDIA DO PARA;105441.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1502806;CURRALINHO;59574.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1502772;CURIONOPOLIS;679517.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1502905;CURUCA;405320.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1502939;DOM ELISEU;6717316.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1503002;FARO;896020.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1503077;GARRAFAO DO NORTE;49000.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1503101;GURUPA;248403.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1503200;IGARAPE-ACU;1360797.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1503309;IGARAPE-MIRI;2411300.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1503408;INHANGAPI;195288.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1503507;IRITUIA;8995365.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1503606;ITAITUBA;85420415.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1503705;ITUPIRANGA;1440074.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1503804;JACUNDA;4558716.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1503903;JURUTI;382758.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1504000;LIMOEIRO DO AJURU;769500.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1504109;MAGALHAES BARATA;15200.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1504208;MARABA;70465251.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1504307;MARACANA;330200.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1504406;MARAPANIM;60964.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1504455;MEDICILANDIA;352010.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1504604;MOCAJUBA;889381.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1504703;MOJU;3701913.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1504802;MONTE ALEGRE;5713159.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1504901;MUANA;1073600.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1505007;NOVA TIMBOTEUA;684646.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1505106;OBIDOS;5449083.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1505205;OEIRAS DO PARA;748576.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1505304;ORIXIMINA;22964652.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1505403;OUREM;2399900.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1505437;OURILANDIA DO NORTE;3607239.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1505486;PACAJA;876316.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1505502;PARAGOMINAS;35216248.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1505536;PARAUAPEBAS;13230570.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1505700;PONTA DE PEDRAS;1261308.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1505809;PORTEL;4726431.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1505908;PORTO DE MOZ;1693134.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1506005;PRAINHA;3708731.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1506104;PRIMAVERA;719276.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1506138;REDENCAO;25562475.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1506161;RIO MARIA;5626387.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1506187;RONDON DO PARA;6276995.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1506195;RUROPOLIS;272699.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1506203;SALINOPOLIS;909649.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1506302;SALVATERRA;655844.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1506500;SANTA ISABEL DO PARA;7293369.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1506583;SANTA MARIA DAS BARREI;182453.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1506609;SANTA MARIA DO PARA;1485179.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1506708;SANTANA DO ARAGUAIA;15063154.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1506807;SANTAREM;35513807.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1507003;SANTO ANTONIO DO TAUA;393028.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1507102;SAO CAETANO DE ODIVELA;170400.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1507201;SAO DOMINGOS DO CAPIM;4289278.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1507300;SAO FELIX DO XINGU;59646557.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1507409;SAO FRANCISCO DO PARA;969600.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1507508;SAO JOAO DO ARAGUAIA;2233715.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1507607;SAO MIGUEL DO GUAMA;6808288.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1507706;SAO SEBASTIAO DA BOA V;1307500.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1507805;SENADOR JOSE PORFIRIO;537534.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1507904;SOURE;2186885.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1507953;TAILANDIA;1810200.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1508001;TOME-ACU;3744995.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1508100;TUCURUI;9392981.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1508084;TUCUMA;5643566.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1508209;VIGIA;1980343.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1508308;VISEU;6450108.0;DIESEL
1990;REGIÃO NORTE;15;DIESEL;1508407;XINGUARA;11434137.0;DIESEL
1990;REGIÃO NORTE;16;DIESEL;1600105;AMAPA;1693431.0;DIESEL
1990;REGIÃO NORTE;16;DIESEL;1600204;CALCOENE;13581032.0;DIESEL
1990;REGIÃO NORTE;16;DIESEL;1600303;MACAPA;38685304.0;DIESEL
1990;REGIÃO NORTE;16;DIESEL;1600402;MAZAGAO;1698344.0;DIESEL
1990;REGIÃO NORTE;16;DIESEL;1600501;OIAPOQUE;728514.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1700350;ALIANCA DO TOCANTINS;1448232.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1700400;ALMAS;921094.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1700707;ALVORADA;7683386.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1701002;ANANAS;372900.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1701101;APARECIDA DO RIO NEGRO;348250.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1701903;ARAGUACEMA;1424923.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1702000;ARAGUACU;4205221.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1702109;ARAGUAINA;26227939.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1702208;ARAGUATINS;928450.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1702307;ARAPOEMA;974819.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1702406;ARRAIAS;804627.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1702554;AUGUSTINOPOLIS;439785.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1702703;AURORA DO TOCANTINS;219500.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1702901;AXIXA DO TOCANTINS;371636.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1703701;BREJINHO DE NAZARE;1533980.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1703800;BURITI DO TOCANTINS;34050.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1705508;COLINAS DO TOCANTINS;10602089.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1716703;COLMEIA;1459648.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1705607;CONCEICAO DO TOCANTINS;5645660.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1706001;COUTO DE MAGALHAES;880900.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1706100;CRISTALANDIA;4798661.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1707009;DIANOPOLIS;1180540.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1707207;DOIS IRMAOS DO TOCANTI;542850.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1707306;DUERE;3612210.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1707553;FATIMA;3218197.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1707652;FIGUEIROPOLIS;4541639.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1707702;FILADELFIA;209450.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1708205;FORMOSO DO ARAGUAIA;8280591.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1709005;GOIATINS;115757.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1709302;GUARAI;7889312.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1709500;GURUPI;43556387.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1710508;ITACAJA;195399.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1710706;ITAGUATINS;343632.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1711100;ITAPORA DO TOCANTINS;60000.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1712405;LIZARDA;101900.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1713205;MIRACEMA DO TOCANTINS;9664731.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1713304;MIRANORTE;14666459.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1713601;MONTE DO CARMO;518183.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1714203;NATIVIDADE;3769028.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1714302;NAZARE;548550.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1714880;NOVA OLINDA;1957161.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1715002;NOVA ROSALANDIA;246400.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1715101;NOVO ACORDO;103875.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1715754;PALMEIROPOLIS;1688233.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1716109;PARAISO DO TOCANTINS;23947090.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1716208;PARANA;246778.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1716505;PEDRO AFONSO;1602050.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1716604;PEIXE;3078155.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1716653;PEQUIZEIRO;26100.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1717503;PIUM;1142106.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1717008;PINDORAMA DO TOCANTINS;3312571.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1717800;PONTE ALTA DO BOM JESU;247210.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1717909;PONTE ALTA DO TOCANTIN;130936.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1718204;PORTO NACIONAL;8498510.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1718402;PRESIDENTE KENNEDY;2033400.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1718758;RIO SONO;184616.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1718907;SANTA ROSA DO TOCANTIN;31945.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1720309;SAO SEBASTIAO DO TOCAN;373680.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1720655;SILVANOPOLIS;1292741.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1720804;SITIO NOVO DO TOCANTIN;299558.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1720903;TAGUATINGA;659101.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1721000;PALMAS;214760.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1721109;TOCANTINIA;983910.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1721208;TOCANTINOPOLIS;7690296.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1722107;XAMBIOA;905450.0;DIESEL
1990;REGIÃO NORTE;17;DIESEL;1722081;WANDERLANDIA;14618000.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2100055;ACAILANDIA;45624473.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2100105;AFONSO CUNHA;12100.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2100204;ALCANTARA;2042381.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2100303;ALDEIAS ALTAS;280684.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2100501;ALTO PARNAIBA;1206780.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2100600;AMARANTE DO MARANHAO;678914.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2100709;ANAJATUBA;482850.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2100808;ANAPURUS;166150.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2100907;ARAIOSES;628215.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2101004;ARARI;206760.0;DIESEL
1990;REGIÃO NORDESTE;21;DIESEL;2101202;BACABAL;6975856.0;DIESEL
