ANO;REGIAO;UF;COMBUSTIVEL;ID_MUNICIPIO;MUNICIPIO;VOLUME_VENDAS_M3;_ARQUIVO_ORIGEM
1990;REGIÃO NORTE;15;ETANOL;1508407;XINGUARA;1521678;ETANOL
1990;REGIÃO NORTE;16;ETANOL;1600105;AMAPA;227958;ETANOL
1990;REGIÃO NORTE;16;ETANOL;1600204;CALCOENE;234000;ETANOL
1990;REGIÃO NORTE;16;ETANOL;1600303;MACAPA;8586401;ETANOL
1990;REGIÃO NORTE;16;ETANOL;1600402;MAZAGAO;19835;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1700350;ALIANCA DO TOCANTINS;100643;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1700400;ALMAS;64800;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1700707;ALVORADA;1107823;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1701002;ANANAS;42500;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1701101;APARECIDA DO RIO NEGRO;102250;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1701903;ARAGUACEMA;196860;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1702000;ARAGUACU;325828;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1702109;ARAGUAINA;4014959;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1702208;ARAGUATINS;211824;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1702307;ARAPOEMA;113985;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1702406;ARRAIAS;217654;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1702554;AUGUSTINOPOLIS;70905;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1702703;AURORA DO TOCANTINS;21300;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1702901;AXIXA DO TOCANTINS;108889;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1703701;BREJINHO DE NAZARE;123610;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1703800;BURITI DO TOCANTINS;3100;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1705508;COLINAS DO TOCANTINS;1335452;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1716703;COLMEIA;117793;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1705607;CONCEICAO DO TOCANTINS;465283;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1706001;COUTO DE MAGALHAES;210000;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1706100;CRISTALANDIA;420214;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1707009;DIANOPOLIS;295255;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1707207;DOIS IRMAOS DO TOCANTI;47750;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1707306;DUERE;460060;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1707553;FATIMA;567500;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1707652;FIGUEIROPOLIS;372691;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1707702;FILADELFIA;63950;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1708205;FORMOSO DO ARAGUAIA;609889;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1709302;GUARAI;960862;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1709500;GURUPI;5376196;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1710706;ITAGUATINS;62159;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1713205;MIRACEMA DO TOCANTINS;2067035;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1713304;MIRANORTE;1010772;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1713601;MONTE DO CARMO;64307;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1714203;NATIVIDADE;356823;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1714880;NOVA OLINDA;159898;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1715002;NOVA ROSALANDIA;15150;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1715101;NOVO ACORDO;13806;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1715754;PALMEIROPOLIS;191184;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1716109;PARAISO DO TOCANTINS;2085897;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1716208;PARANA;19568;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1716505;PEDRO AFONSO;171500;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1716604;PEIXE;463281;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1717503;PIUM;221400;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1717008;PINDORAMA DO TOCANTINS;35324;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1717800;PONTE ALTA DO BOM JESU;12100;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1717909;PONTE ALTA DO TOCANTIN;4959;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1718204;PORTO NACIONAL;2570906;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1718402;PRESIDENTE KENNEDY;266600;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1718758;RIO SONO;59829;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1720309;SAO SEBASTIAO DO TOCAN;68250;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1720655;SILVANOPOLIS;142717;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1720804;SITIO NOVO DO TOCANTIN;89519;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1720903;TAGUATINGA;159052;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1721000;PALMAS;29927;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1721109;TOCANTINIA;267040;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1721208;TOCANTINOPOLIS;605555;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1722107;XAMBIOA;220600;ETANOL
1990;REGIÃO NORTE;17;ETANOL;1722081;WANDERLANDIA;433800;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2100055;ACAILANDIA;4635807;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2100204;ALCANTARA;237952;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2100303;ALDEIAS ALTAS;39586;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2100501;ALTO PARNAIBA;170688;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2100600;AMARANTE DO MARANHAO;154493;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2100709;ANAJATUBA;169900;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2100808;ANAPURUS;23900;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2100907;ARAIOSES;12472;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2101004;ARARI;74472;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2101202;BACABAL;2227079;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2101400;BALSAS;1221319;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2101509;BARAO DE GRAJAU;47520;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2101608;BARRA DO CORDA;569915;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2101707;BARREIRINHAS;7869;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2101806;BENEDITO LEITE;32000;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2102002;BOM JARDIM;247465;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2102101;BREJO;133470;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2102200;BURITI;17416;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2102309;BURITI BRAVO;60100;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2102606;CANDIDO MENDES;497018;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2102705;CANTANHEDE;110857;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2102804;CAROLINA;548559;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2102903;CARUTAPERA;105331;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2103000;CAXIAS;2166884;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2103208;CHAPADINHA;525305;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2103307;CODO;832618;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2103406;COELHO NETO;243411;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2103505;COLINAS;147100;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2103604;COROATA;1154235;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2103703;CURURUPU;64587;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2103802;DOM PEDRO;624561;ETANOL
1990;REGIÃO NORDESTE;21;ETANOL;2104008;ESPERANTINOPOLIS;29951;ETANOL
