ANO;REGIAO;UF;COMBUSTIVEL;ID_MUNICIPIO;MUNICIPIO;VOLUME_VENDAS_M3;_ARQUIVO_ORIGEM
2015;REGIÃO SUDESTE;31;ETANOL;3102505;ALVINOPOLIS;554000;ETANOL
2015;REGIÃO SUDESTE;31;ETANOL;3122905;DOM VICOSO;20000;ETANOL
2015;REGIÃO SUDESTE;31;ETANOL;3145450;NOVO CRUZEIRO;332500;ETANOL
2015;REGIÃO SUDESTE;31;ETANOL;3165566;SEM PEIXE;75000;ETANOL
2015;REGIÃO SUDESTE;33;ETANOL;3303802;PARATI;2586000;ETANOL
2015;REGIÃO SUDESTE;33;ETANOL;3305902;TRAJANO DE MORAIS;365000;ETANOL
