ano;id_municipio;vab_agropecuaria;vab_industria;vab_servicos;vab_adm_publica;vab_total;pib;pib_per_capita;atividade_1;atividade_2;atividade_3
2022;1303700;;;;;;305336.401;10823.31;;;
2022;1303809;;;;;;511306.56;9871.74;;;
2022;1303908;;;;;;328403.683;9961.59;;;
2022;1303957;;;;;;129935.098;11134.11;;;
2022;1304005;;;;;;378318.389;32729.34;;;
2022;1304062;;;;;;824248.547;12345.7;;;
2022;1304104;;;;;;279445.267;14258.14;;;
2022;1304203;;;;;;1386544.502;18821.27;;;
2022;1304237;;;;;;202743.118;10533.75;;;
2022;1304260;;;;;;250157.428;17334.73;;;
2022;1304302;;;;;;220397.594;11832.79;;;
2022;1304401;;;;;;262905.638;10979.56;;;
2022;1400027;;;;;;300390.24;21568.91;;;
2022;1400050;;;;;;700057.799;33231.64;;;
2022;1400100;;;;;;15213965.661;36794.39;;;
2022;1400159;;;;;;705964.546;50799.78;;;
2022;1400175;;;;;;405867.99;21725.08;;;
2022;1400209;;;;;;530515.04;25314.46;;;
2022;1400233;;;;;;276635.064;25960.5;;;
2022;1400282;;;;;;235247.048;23470.72;;;
2022;1400308;;;;;;481025.356;26628.95;;;
2022;1400407;;;;;;270719.777;19805.38;;;
2022;1400456;;;;;;393277.711;20371.81;;;
2022;1400472;;;;;;828529.325;25378.42;;;
2022;1400506;;;;;;343559.231;38785.19;;;
2022;1400605;;;;;;192540.478;26321.32;;;
2022;1400704;;;;;;217046.557;15784.06;;;
2022;1500107;;;;;;2193299.951;13865.15;;;
2022;1500131;;;;;;126585.01;18006.4;;;
2022;1500206;;;;;;1242612.023;21653.95;;;
2022;1500305;;;;;;539302.779;14280.49;;;
2022;1500347;;;;;;848598.193;46935.74;;;
2022;1500404;;;;;;919275.51;13250.44;;;
2022;1500503;;;;;;687485.189;20054.99;;;
2022;1500602;;;;;;3457956.969;27383.47;;;
2022;1500701;;;;;;304791.32;10881.13;;;
2022;1500800;;;;;;9983644.977;20852.35;;;
2022;1500859;;;;;;687042.972;21571.21;;;
2022;1500909;;;;;;405344.847;9093.95;;;
2022;1500958;;;;;;340026.93;14388.41;;;
2022;1501006;;;;;;186421.617;10192.54;;;
2022;1501105;;;;;;277457.603;7993.36;;;
2022;1501204;;;;;;694648.006;13451.48;;;
2022;1501253;;;;;;138929.403;34465.25;;;
2022;1501303;;;;;;8408789.119;66393.91;;;
2022;1501402;;;;;;37604333.497;28851.2;;;
