nome_municipio;id_municipio;dist_base_atendimento_km;score_final_medio
Ipiguá;3521150;473.8965232658856;0.20992454683135853
Iporanga;3521200;579.8319449047943;0.18320851461295196
Itaju;3522000;436.59294547281786;0.2328835394407781
Itaoca;3522158;601.1785258529227;0.18127993158024264
Itararé;3523206;598.5696782801248;0.19145562968213292
Itu;3523909;381.19819694134657;0.2684511950697458
Macatuba;3528007;448.48152733103535;0.2297489486822908
Macedônia;3528205;562.7634931561425;0.1904593211098264
Magda;3528304;561.9576618971804;0.1965653895137565
Mesópolis;3529658;610.4988618166094;0.18283722551203163
Mineiros do Tietê;3529807;420.244142496587;0.22307740684725352
Mirassolândia;3530409;482.07732191081317;0.2111006946304064
Mogi Guaçu;3530706;286.7951561466352;0.29831280319061065
Nova Aliança;3532801;486.4756455976908;0.21500697062030588
Novais;3533254;425.7344112962869;0.2156919168332363
Oriente;3534104;568.8038652670593;0.19347651147370964
Ouro Verde;3534807;718.393154046337;0.16706859620666092
Paraíso;3535705;411.6448534907243;0.2440518446799215
Pardinho;3536109;451.3003234809844;0.24123957076590408
Pinhalzinho;3538204;294.46255193444307;0.2743087506183307
Platina;3539707;596.370589369319;0.1882769500833713
Pontal;3540200;335.8076717113292;0.26843578969096754
Porto Feliz;3540606;394.02793493067475;0.2547261234883474
Presidente Alves;3541109;501.95421206478477;0.2025769227294617
Presidente Bernardes;3541208;711.7029159556647;0.17356429465593382
Regente Feijó;3542404;691.1418470450875;0.1897484168457932
Sales Oliveira;3544905;312.8978267018058;0.2866097387442259
Sandovalina;3545506;743.2176012369139;0.21690317612240456
Santa Isabel;3546801;324.77206844418083;0.2686262438521928
Santa Maria da Serra;3547007;402.0135491266993;0.23126569639963945
Santa Salete;3547650;612.484803295796;0.180870086917162
Santana da Ponte Pensa;3547205;624.0809249676264;0.17859187932284834
Santana de Parnaíba;3547304;373.53533766555466;0.2688675925381562
Santo Antônio de Posse;3548005;302.5145550226565;0.2945468575271938
Santo Antônio do Aracanguá;3548054;589.7670366234173;0.19437504375614495
Serra Negra;3551603;287.90752306827545;0.2820442990646767
São José da Bela Vista;3549508;292.97245826633974;0.2790664916243235
São Sebastião;3550704;349.5865799111963;0.2870264392450056
Tarabai;3553906;718.9615121685691;0.17299055651181958
