ANO;GRANDE REGIÃO;UF;PRODUTO;CÓDIGO IBGE;MUNICÍPIO;VENDAS
1990;REGIÃO NORTE;AC;GASOLINA C;1200336;MANCIO LIMA;178616
1990;REGIÃO NORTE;AC;GASOLINA C;1200385;PLACIDO DE CASTRO;223462
1990;REGIÃO NORTE;AC;GASOLINA C;1200401;RIO BRANCO;12286616
1990;REGIÃO NORTE;AC;GASOLINA C;1200450;SENADOR GUIOMARD;909116
1990;REGIÃO NORTE;AC;GASOLINA C;1200500;SENA MADUREIRA;466063
1990;REGIÃO NORTE;AC;GASOLINA C;1200609;TARAUACA;315431
1990;REGIÃO NORTE;AC;GASOLINA C;1200708;XAPURI;174467
1990;REGIÃO NORTE;AM;GASOLINA C;1300029;ALVARAES;14856
1990;REGIÃO NORTE;AM;GASOLINA C;1300102;ANORI;54526
1990;REGIÃO NORTE;AM;GASOLINA C;1300144;APUI;255800
1990;REGIÃO NORTE;AM;GASOLINA C;1300300;AUTAZES;208474
1990;REGIÃO NORTE;AM;GASOLINA C;1300409;BARCELOS;59462
1990;REGIÃO NORTE;AM;GASOLINA C;1300706;BOCA DO ACRE;577910
1990;REGIÃO NORTE;AM;GASOLINA C;1300904;CANUTAMA;8923
1990;REGIÃO NORTE;AM;GASOLINA C;1301001;CARAUARI;104191
1990;REGIÃO NORTE;AM;GASOLINA C;1301100;CAREIRO;229500
1990;REGIÃO NORTE;AM;GASOLINA C;1301209;COARI;334309
1990;REGIÃO NORTE;AM;GASOLINA C;1301308;CODAJAS;39768
1990;REGIÃO NORTE;AM;GASOLINA C;1301407;EIRUNEPE;722948
1990;REGIÃO NORTE;AM;GASOLINA C;1301506;ENVIRA;27832
1990;REGIÃO NORTE;AM;GASOLINA C;1301704;HUMAITA;825285
1990;REGIÃO NORTE;AM;GASOLINA C;1301852;IRANDUBA;357357
1990;REGIÃO NORTE;AM;GASOLINA C;1301902;ITACOATIARA;1559347
1990;REGIÃO NORTE;AM;GASOLINA C;1302405;LABREA;763031
1990;REGIÃO NORTE;AM;GASOLINA C;1302504;MANACAPURU;1531910
1990;REGIÃO NORTE;AM;GASOLINA C;1302603;MANAUS;93915901
1990;REGIÃO NORTE;AM;GASOLINA C;1302702;MANICORE;93911
1990;REGIÃO NORTE;AM;GASOLINA C;1302801;MARAA;9894
1990;REGIÃO NORTE;AM;GASOLINA C;1302900;MAUES;724872
1990;REGIÃO NORTE;AM;GASOLINA C;1303007;NHAMUNDA;99236
1990;REGIÃO NORTE;AM;GASOLINA C;1303106;NOVA OLINDA DO NORTE;7919
1990;REGIÃO NORTE;AM;GASOLINA C;1303205;NOVO AIRAO;5000
1990;REGIÃO NORTE;AM;GASOLINA C;1303304;NOVO ARIPUANA;203043
1990;REGIÃO NORTE;AM;GASOLINA C;1303403;PARINTINS;1355264
1990;REGIÃO NORTE;AM;GASOLINA C;1303502;PAUINI;265880
1990;REGIÃO NORTE;AM;GASOLINA C;1303536;PRESIDENTE FIGUEIREDO;1187974
1990;REGIÃO NORTE;AM;GASOLINA C;1303569;RIO PRETO DA EVA;397236
1990;REGIÃO NORTE;AM;GASOLINA C;1303809;SAO GABRIEL DA CACHOEI;717936
1990;REGIÃO NORTE;AM;GASOLINA C;1304062;TABATINGA;10000
1990;REGIÃO NORTE;AM;GASOLINA C;1304104;TAPAUA;15120
1990;REGIÃO NORTE;AM;GASOLINA C;1304203;TEFE;331449
1990;REGIÃO NORTE;AM;GASOLINA C;1304401;URUCURITUBA;28000
1990;REGIÃO NORTE;RR;GASOLINA C;1400050;ALTO ALEGRE;210611
1990;REGIÃO NORTE;RR;GASOLINA C;1400100;BOA VISTA;16387005
1990;REGIÃO NORTE;RR;GASOLINA C;1400506;SAO JOAO DA BALIZA;4943
1990;REGIÃO NORTE;RR;GASOLINA C;1400209;CARACARAI;475111
1990;REGIÃO NORTE;RR;GASOLINA C;1400308;MUCAJAI;159207
1990;REGIÃO NORTE;RR;GASOLINA C;1400407;NORMANDIA;153073
1990;REGIÃO NORTE;RR;GASOLINA C;1400605;SAO LUIZ;182770
1990;REGIÃO NORTE;RR;GASOLINA C;1400159;BONFIM;173887
1990;REGIÃO NORTE;PA;GASOLINA C;1500107;ABAETETUBA;475870
1990;REGIÃO NORTE;PA;GASOLINA C;1500206;ACARA;435661
1990;REGIÃO NORTE;PA;GASOLINA C;1500404;ALENQUER;818000
1990;REGIÃO NORTE;PA;GASOLINA C;1500503;ALMEIRIM;2129850
1990;REGIÃO NORTE;PA;GASOLINA C;1500602;ALTAMIRA;2622025
1990;REGIÃO NORTE;PA;GASOLINA C;1500800;ANANINDEUA;9926201
1990;REGIÃO NORTE;PA;GASOLINA C;1501006;AVEIRO;14982
1990;REGIÃO NORTE;PA;GASOLINA C;1501204;BAIAO;9884
1990;REGIÃO NORTE;PA;GASOLINA C;1501303;BARCARENA;1053013
1990;REGIÃO NORTE;PA;GASOLINA C;1501402;BELEM;59276939
1990;REGIÃO NORTE;PA;GASOLINA C;1501501;BENEVIDES;1389529
1990;REGIÃO NORTE;PA;GASOLINA C;1501576;BOM JESUS DO TOCANTINS;29413
1990;REGIÃO NORTE;PA;GASOLINA C;1501709;BRAGANCA;1361165
1990;REGIÃO NORTE;PA;GASOLINA C;1501808;BREVES;302900
1990;REGIÃO NORTE;PA;GASOLINA C;1501907;BUJARU;120930
1990;REGIÃO NORTE;PA;GASOLINA C;1502004;CACHOEIRA DO ARARI;34833
1990;REGIÃO NORTE;PA;GASOLINA C;1502103;CAMETA;7516
1990;REGIÃO NORTE;PA;GASOLINA C;1502202;CAPANEMA;886178
1990;REGIÃO NORTE;PA;GASOLINA C;1502301;CAPITAO POCO;493323
1990;REGIÃO NORTE;PA;GASOLINA C;1502400;CASTANHAL;3474378
1990;REGIÃO NORTE;PA;GASOLINA C;1502707;CONCEICAO DO ARAGUAIA;1619425
1990;REGIÃO NORTE;PA;GASOLINA C;1502756;CONCORDIA DO PARA;24438
1990;REGIÃO NORTE;PA;GASOLINA C;1502772;CURIONOPOLIS;83727
1990;REGIÃO NORTE;PA;GASOLINA C;1502905;CURUCA;95284
1990;REGIÃO NORTE;PA;GASOLINA C;1502939;DOM ELISEU;363730
1990;REGIÃO NORTE;PA;GASOLINA C;1503002;FARO;94108
1990;REGIÃO NORTE;PA;GASOLINA C;1503077;GARRAFAO DO NORTE;12600
1990;REGIÃO NORTE;PA;GASOLINA C;1503200;IGARAPE-ACU;399622
1990;REGIÃO NORTE;PA;GASOLINA C;1503309;IGARAPE-MIRI;293500
1990;REGIÃO NORTE;PA;GASOLINA C;1503408;INHANGAPI;15976
1990;REGIÃO NORTE;PA;GASOLINA C;1503507;IRITUIA;678705
1990;REGIÃO NORTE;PA;GASOLINA C;1503606;ITAITUBA;8047498
1990;REGIÃO NORTE;PA;GASOLINA C;1503705;ITUPIRANGA;201331
1990;REGIÃO NORTE;PA;GASOLINA C;1503804;JACUNDA;685630
1990;REGIÃO NORTE;PA;GASOLINA C;1503903;JURUTI;21406
1990;REGIÃO NORTE;PA;GASOLINA C;1504208;MARABA;4332076
1990;REGIÃO NORTE;PA;GASOLINA C;1504307;MARACANA;86950
1990;REGIÃO NORTE;PA;GASOLINA C;1504406;MARAPANIM;55867
1990;REGIÃO NORTE;PA;GASOLINA C;1504604;MOCAJUBA;9944
1990;REGIÃO NORTE;PA;GASOLINA C;1504703;MOJU;773431
1990;REGIÃO NORTE;PA;GASOLINA C;1504802;MONTE ALEGRE;1395527
1990;REGIÃO NORTE;PA;GASOLINA C;1505007;NOVA TIMBOTEUA;325002
1990;REGIÃO NORTE;PA;GASOLINA C;1505106;OBIDOS;781427
1990;REGIÃO NORTE;PA;GASOLINA C;1505304;ORIXIMINA;1044267
1990;REGIÃO NORTE;PA;GASOLINA C;1505403;OUREM;384750
1990;REGIÃO NORTE;PA;GASOLINA C;1505437;OURILANDIA DO NORTE;196743
1990;REGIÃO NORTE;PA;GASOLINA C;1505486;PACAJA;124644
1990;REGIÃO NORTE;PA;GASOLINA C;1505502;PARAGOMINAS;2245548
1990;REGIÃO NORTE;PA;GASOLINA C;1505536;PARAUAPEBAS;277702
1990;REGIÃO NORTE;PA;GASOLINA C;1505809;PORTEL;259792
1990;REGIÃO NORTE;PA;GASOLINA C;1505908;PORTO DE MOZ;165000
