ANO;GRANDE REGIÃO;UF;PRODUTO;CÓDIGO IBGE;MUNICÍPIO;VENDAS
2001;REGIÃO SUDESTE;SP;ETANOL;3533007;NOVA GRANADA;588896
2001;REGIÃO SUDESTE;SP;ETANOL;3533106;NOVA GUATAPORANGA;5000
2001;REGIÃO SUDESTE;SP;ETANOL;3533205;NOVA INDEPENDENCIA;35000
2001;REGIÃO SUDESTE;SP;ETANOL;3533254;NOVAIS;45000
2001;REGIÃO SUDESTE;SP;ETANOL;3533304;NOVA LUZITANIA;20000
2001;REGIÃO SUDESTE;SP;ETANOL;3533403;NOVA ODESSA;3882300
2001;REGIÃO SUDESTE;SP;ETANOL;3533601;NUPORANGA;65000
2001;REGIÃO SUDESTE;SP;ETANOL;3533700;OCAUCU;101000
2001;REGIÃO SUDESTE;SP;ETANOL;3533809;OLEO;73000
2001;REGIÃO SUDESTE;SP;ETANOL;3533908;OLIMPIA;2119000
2001;REGIÃO SUDESTE;SP;ETANOL;3534005;ONDA VERDE;235000
2001;REGIÃO SUDESTE;SP;ETANOL;3534104;ORIENTE;65960
2001;REGIÃO SUDESTE;SP;ETANOL;3534203;ORINDIUVA;68150
2001;REGIÃO SUDESTE;SP;ETANOL;3534302;ORLANDIA;2380744
2001;REGIÃO SUDESTE;SP;ETANOL;3534401;OSASCO;24844968
2001;REGIÃO SUDESTE;SP;ETANOL;3534500;OSCAR BRESSANE;50000
2001;REGIÃO SUDESTE;SP;ETANOL;3534609;OSVALDO CRUZ;823000
2001;REGIÃO SUDESTE;SP;ETANOL;3534708;OURINHOS;3086967
2001;REGIÃO SUDESTE;SP;ETANOL;3534757;OUROESTE;416000
2001;REGIÃO SUL;SC;ETANOL;4211850;OURO VERDE;147300
2001;REGIÃO SUDESTE;SP;ETANOL;3534906;PACAEMBU;301000
2001;REGIÃO SUDESTE;SP;ETANOL;3535002;PALESTINA;54000
2001;REGIÃO SUDESTE;SP;ETANOL;3535101;PALMARES PAULISTA;35000
2001;REGIÃO SUDESTE;SP;ETANOL;3535200;PALMEIRA D'OESTE;271000
2001;REGIÃO SUDESTE;SP;ETANOL;3535408;PANORAMA;561000
2001;REGIÃO SUDESTE;SP;ETANOL;3535507;PARAGUACU PAULISTA;819676
2001;REGIÃO SUDESTE;SP;ETANOL;3535606;PARAIBUNA;456000
2001;REGIÃO SUDESTE;SP;ETANOL;3535804;PARANAPANEMA;495000
2001;REGIÃO SUDESTE;SP;ETANOL;3535903;PARANAPUA;15000
2001;REGIÃO SUDESTE;SP;ETANOL;3536000;PARAPUA;57945
2001;REGIÃO SUDESTE;SP;ETANOL;3536109;PARDINHO;1047691
2001;REGIÃO SUDESTE;SP;ETANOL;3536208;PARIQUERA-ACU;466965
2001;REGIÃO SUDESTE;SP;ETANOL;3536257;PARISI;5000
2001;REGIÃO SUDESTE;SP;ETANOL;3536307;PATROCINIO PAULISTA;976100
2001;REGIÃO SUDESTE;SP;ETANOL;3536406;PAULICEIA;11500
2001;REGIÃO SUDESTE;SP;ETANOL;3536505;PAULINIA;44037830
2001;REGIÃO SUDESTE;SP;ETANOL;3536604;PAULO DE FARIA;256326
2001;REGIÃO SUDESTE;SP;ETANOL;3536703;PEDERNEIRAS;1751750
2001;REGIÃO SUDESTE;SP;ETANOL;3536802;PEDRA BELA;124000
2001;REGIÃO SUDESTE;SP;ETANOL;3537008;PEDREGULHO;762840
2001;REGIÃO SUDESTE;SP;ETANOL;3537107;PEDREIRA;1955815
2001;REGIÃO SUDESTE;SP;ETANOL;3537156;PEDRINHAS PAULISTA;62000
2001;REGIÃO SUDESTE;SP;ETANOL;3537206;PEDRO DE TOLEDO;75000
2001;REGIÃO SUDESTE;SP;ETANOL;3537305;PENAPOLIS;2232508
2001;REGIÃO SUDESTE;SP;ETANOL;3537404;PEREIRA BARRETO;609950
2001;REGIÃO SUDESTE;SP;ETANOL;3537503;PEREIRAS;209490
2001;REGIÃO SUDESTE;SP;ETANOL;3537602;PERUIBE;1964000
2001;REGIÃO SUDESTE;SP;ETANOL;3537701;PIACATU;25000
2001;REGIÃO SUDESTE;SP;ETANOL;3537800;PIEDADE;2342000
2001;REGIÃO SUDESTE;SP;ETANOL;3537909;PILAR DO SUL;1104353
2001;REGIÃO SUDESTE;SP;ETANOL;3538006;PINDAMONHANGABA;5209322
2001;REGIÃO SUDESTE;SP;ETANOL;3538105;PINDORAMA;253400
2001;REGIÃO SUL;SC;ETANOL;4212908;PINHALZINHO;551000
2001;REGIÃO SUDESTE;SP;ETANOL;3538303;PIQUEROBI;10000
2001;REGIÃO SUDESTE;SP;ETANOL;3538501;PIQUETE;60000
2001;REGIÃO SUDESTE;SP;ETANOL;3538600;PIRACAIA;805000
2001;REGIÃO SUDESTE;SP;ETANOL;3538709;PIRACICABA;28880561
2001;REGIÃO SUDESTE;SP;ETANOL;3538808;PIRAJU;1305010
2001;REGIÃO SUDESTE;SP;ETANOL;3538907;PIRAJUI;464000
2001;REGIÃO SUDESTE;SP;ETANOL;3539004;PIRANGI;340000
2001;REGIÃO SUDESTE;SP;ETANOL;3539103;PIRAPORA DO BOM JESUS;245000
2001;REGIÃO SUDESTE;SP;ETANOL;3539202;PIRAPOZINHO;863040
2001;REGIÃO SUDESTE;SP;ETANOL;3539301;PIRASSUNUNGA;2568526
