ANO;GRANDE REGIÃO;UF;PRODUTO;CÓDIGO IBGE;MUNICÍPIO;VENDAS
1990;REGIÃO NORTE;PA;ÓLEO DIESEL;1507706;SAO SEBASTIAO DA BOA V;1307500
1990;REGIÃO NORTE;PA;ÓLEO DIESEL;1507805;SENADOR JOSE PORFIRIO;537534
1990;REGIÃO NORTE;PA;ÓLEO DIESEL;1507904;SOURE;2186885
1990;REGIÃO NORTE;PA;ÓLEO DIESEL;1507953;TAILANDIA;1810200
1990;REGIÃO NORTE;PA;ÓLEO DIESEL;1508001;TOME-ACU;3744995
1990;REGIÃO NORTE;PA;ÓLEO DIESEL;1508100;TUCURUI;9392981
1990;REGIÃO NORTE;PA;ÓLEO DIESEL;1508084;TUCUMA;5643566
1990;REGIÃO NORTE;PA;ÓLEO DIESEL;1508209;VIGIA;1980343
1990;REGIÃO NORTE;PA;ÓLEO DIESEL;1508308;VISEU;6450108
1990;REGIÃO NORTE;PA;ÓLEO DIESEL;1508407;XINGUARA;11434137
1990;REGIÃO NORTE;AP;ÓLEO DIESEL;1600105;AMAPA;1693431
1990;REGIÃO NORTE;AP;ÓLEO DIESEL;1600204;CALCOENE;13581032
1990;REGIÃO NORTE;AP;ÓLEO DIESEL;1600303;MACAPA;38685304
1990;REGIÃO NORTE;AP;ÓLEO DIESEL;1600402;MAZAGAO;1698344
1990;REGIÃO NORTE;AP;ÓLEO DIESEL;1600501;OIAPOQUE;728514
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1700350;ALIANCA DO TOCANTINS;1448232
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1700400;ALMAS;921094
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1700707;ALVORADA;7683386
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1701002;ANANAS;372900
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1701101;APARECIDA DO RIO NEGRO;348250
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1701903;ARAGUACEMA;1424923
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1702000;ARAGUACU;4205221
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1702109;ARAGUAINA;26227939
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1702208;ARAGUATINS;928450
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1702307;ARAPOEMA;974819
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1702406;ARRAIAS;804627
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1702554;AUGUSTINOPOLIS;439785
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1702703;AURORA DO TOCANTINS;219500
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1702901;AXIXA DO TOCANTINS;371636
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1703701;BREJINHO DE NAZARE;1533980
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1703800;BURITI DO TOCANTINS;34050
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1705508;COLINAS DO TOCANTINS;10602089
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1716703;COLMEIA;1459648
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1705607;CONCEICAO DO TOCANTINS;5645660
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1706001;COUTO DE MAGALHAES;880900
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1706100;CRISTALANDIA;4798661
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1707009;DIANOPOLIS;1180540
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1707207;DOIS IRMAOS DO TOCANTI;542850
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1707306;DUERE;3612210
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1707553;FATIMA;3218197
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1707652;FIGUEIROPOLIS;4541639
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1707702;FILADELFIA;209450
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1708205;FORMOSO DO ARAGUAIA;8280591
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1709005;GOIATINS;115757
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1709302;GUARAI;7889312
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1709500;GURUPI;43556387
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1710508;ITACAJA;195399
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1710706;ITAGUATINS;343632
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1711100;ITAPORA DO TOCANTINS;60000
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1712405;LIZARDA;101900
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1713205;MIRACEMA DO TOCANTINS;9664731
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1713304;MIRANORTE;14666459
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1713601;MONTE DO CARMO;518183
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1714203;NATIVIDADE;3769028
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1714302;NAZARE;548550
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1714880;NOVA OLINDA;1957161
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1715002;NOVA ROSALANDIA;246400
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1715101;NOVO ACORDO;103875
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1715754;PALMEIROPOLIS;1688233
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1716109;PARAISO DO TOCANTINS;23947090
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1716208;PARANA;246778
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1716505;PEDRO AFONSO;1602050
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1716604;PEIXE;3078155
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1716653;PEQUIZEIRO;26100
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1717503;PIUM;1142106
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1717008;PINDORAMA DO TOCANTINS;3312571
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1717800;PONTE ALTA DO BOM JESU;247210
1990;REGIÃO NORTE;TO;ÓLEO DIESEL;1717909;PONTE ALTA DO TOCANTIN;130936
