ano;id_municipio;score_logistico_norm;score_economico_norm;score_demanda_norm;score_final_norm;vol_vendido_total_m3;vol_vendido_diesel_m3;vol_vendido_etanol_m3;vol_vendido_gasolina_m3;pct_diesel;pct_combustivel_leve;frota_pesada;frota_leve;combustivel_por_veiculo;diesel_por_veiculo_pesado;combustivel_por_veiculo_leve;vab_total;vab_agropecuaria;vab_industria;vab_servicos;atividade_1;atividade_2;atividade_3;pib;pib_per_capita;pib_per_capita_relativo;populacao;contribuicao_agro;contribuicao_industria;contribuicao_servicos
2015;3101201;0.3931175985994676;0.25925767230678065;0.0023063431927356267;0.4358236347807936;2817000.0;1082000.0;297000.0;1438000.0;0.3840965566205183;0.6159034433794817;161;2477;1052.2973477773628;6720.496894409938;700.4440855874042;72716.085;15993.969;4379.168;29228.722;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Pecuária, inclusive apoio à pecuária;76285.314;12225.21;0.4168668386064814;204450.04802687847;0.21995090907328135;0.060222824152317875;0.40195676101099226
2015;3101300;0.3608168386306682;0.2535308651394129;0.0009680674904557427;0.40401943844080873;437000.0;171000.0;37000.0;229000.0;0.391304347826087;0.6086956521739131;58;806;501.72215843857634;2948.2758620689656;330.0248138957816;29176.835;4519.73;1047.876;8223.747;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;29931.655;10844.8;0.36979630544747855;204450.04802687847;0.15490816601595067;0.035914656267549236;0.2818587759775863
2015;3101409;0.27201545073849304;0.27131240850407234;0.0006128622970977807;0.3463545713524861;381000.0;154000.0;40000.0;187000.0;0.4041994750656168;0.5958005249343832;80;1318;271.36752136752136;1925.0;172.23065250379364;66452.556;8629.537;3508.803;39650.08;Comércio e reparação de veículos automotores e motocicletas;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;76618.18;25261.52;0.8613913364919213;204450.04802687847;0.12986012155800297;0.05280162586974081;0.5966674931209569
2015;3101508;0.2673112492281172;0.27718793077880216;0.004474154129903389;0.3504204870703333;25494500.0;17854200.0;1799800.0;5840500.0;0.7003157543783953;0.2996842456216047;2097;20630;1081.6962959820103;8514.163090128755;370.34900630150264;731257.103;6847.488;143679.567;458909.321;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;812492.072;22746.14;0.7756195167445329;204450.04802687847;0.009363995196638794;0.19648296941055493;0.6275622063940485
2015;3101607;0.3968625389039048;0.2779595374444157;0.005023685065400619;0.45615408941403124;40406000.0;12141000.0;11203000.0;17062000.0;0.30047517695391773;0.6995248230460822;1925;39113;964.0215679725152;6307.012987012987;722.6497583923503;1871559.363;94875.716;282574.312;1217279.697;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;Administração, defesa, educação e saúde públicas e seguridade social;2126579.528;27017.22;0.92125886502856;204450.04802687847;0.0506934045885244;0.15098335515633868;0.6504093437083246
2015;3101631;0.43501088850610964;0.2564828237318658;0.0008807564864437673;0.4662762013380894;1390000.0;540000.0;175000.0;675000.0;0.38848920863309355;0.6115107913669064;237;2429;504.17120058034095;2278.481012658228;349.9382461918485;78061.102;24279.226;8737.547;20240.34;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;81189.886;12229.23;0.4170039163901103;204450.04802687847;0.3110284812530574;0.11193215027889307;0.2592884225487875
2015;3101706;0.14231529759616543;0.26483034887448226;0.0036783291728837717;0.23880775367110277;12084710.0;4857210.0;1599500.0;5628000.0;0.40193020767564963;0.5980697923243503;507;11326;1010.1738694307448;9580.295857988165;638.1334981458591;433721.218;15850.74;50486.906;221532.888;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;459584.854;11129.04;0.37948859132277285;204450.04802687847;0.036545917843475204;0.11640404920194614;0.510772539608611
2015;3101805;0.2646961211328305;0.257850196345258;0.01315637931798246;0.3396989598500448;8001000.0;4855000.0;1172000.0;1974000.0;0.6067991501062368;0.3932008498937633;113;1499;4887.599266951741;42964.601769911504;2098.7324883255505;62626.52;5477.344;5974.82;22688.008;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;65790.622;8797.89;0.29999882134601996;204450.04802687847;0.08746045604960966;0.09540399179133696;0.36227476794176017
2015;3101904;0.36339155552607355;0.26529837994509;0.0035759615887292597;0.417713674104008;12616000.0;5389000.0;2718000.0;4509000.0;0.4271559923906151;0.5728440076093849;632;9319;1251.5873015873017;8526.898734177215;775.5123940336946;277812.044;46498.422;23800.025;140933.067;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;302029.7;15386.13;0.5246508952801908;204450.04802687847;0.16737367225158892;0.08566952194484413;0.5072964619201319
2015;3102001;0.3843330443483234;0.26087937815759155;0.002532898404069948;0.4302197097902896;6720000.0;2508000.0;1408000.0;2804000.0;0.3732142857142857;0.6267857142857143;371;7217;877.9723020642801;6760.10781671159;583.622003602605;169846.988;33588.646;10137.148;76044.426;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;178819.751;12388.79;0.4224447450358391;204450.04802687847;0.1977582669879315;0.05968400216788065;0.4477231353669928
2015;3102050;0.27272144466923615;0.2596191373390157;0.0015159689163982543;0.3382074336554227;1905000.0;481000.0;147000.0;1277000.0;0.25249343832021;0.74750656167979;111;2470;728.7681713848508;4333.333333333333;576.5182186234817;68812.298;13956.87;3063.285;29146.454;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;73179.261;12833.96;0.4376245751199397;204450.04802687847;0.20282522754871524;0.04451653394862645;0.4235646075938345
2015;3102100;0.3924683075790485;0.25502098157538167;0.0009282919672346966;0.4307628378988779;1656000.0;547500.0;178000.0;930500.0;0.33061594202898553;0.6693840579710145;206;4307;364.51683909311026;2657.766990291262;257.37172045507316;115669.341;32408.218;9995.67;31887.607;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Produção florestal, pesca e aquicultura;118779.748;9984.85;0.3404729124047706;204450.04802687847;0.28017984471788426;0.08641589822838189;0.27567898912815625
2015;3102209;0.25952858674836987;0.2528175384062523;0.0011359594337183511;0.32174662700276974;769000.0;204000.0;91000.0;474000.0;0.26527958387516254;0.7347204161248374;57;1535;482.4341279799247;3578.9473684210525;368.07817589576547;34545.519;6026.441;1744.304;9540.749;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;35515.439;8274.8;0.28216200098819666;204450.04802687847;0.174449282409102;0.05049291631716403;0.2761790610238046
2015;3102308;0.4350304576099729;0.2693786343856338;0.0016139163371760128;0.47730304090659226;3077500.0;1220000.0;111000.0;1746500.0;0.39642567018683994;0.6035743298131601;262;5029;578.1514183730978;4656.488549618321;369.3577251938755;198887.397;12106.08;57759.694;76655.758;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;234928.494;15041.2;0.5128891440595138;204450.04802687847;0.060869015244842284;0.2904140477035858;0.38542290339291835
2015;3102407;0.36372927554695894;0.2544198986969104;0.0016566595282973445;0.4076470206136261;810000.0;331000.0;0.0;479000.0;0.408641975308642;0.591358024691358;64;971;778.0979827089337;5171.875;493.3058702368692;40575.384;5915.89;1912.879;10447.406;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;50422.106;13753.98;0.46899629215831656;204450.04802687847;0.14579997566997766;0.047143829864925;0.257481383293871
2015;3102506;0.37098849654002725;0.25377533861237034;0.0011722116470031041;0.4125997025496945;805000.0;355000.0;0.0;450000.0;0.4409937888198758;0.5590062111801242;96;1526;493.2598039215686;3697.9166666666665;294.8885976408912;39918.858;6953.614;2174.629;11910.43;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;41495.053;8347.43;0.2846386078103281;204450.04802687847;0.17419371065174258;0.05447623276196929;0.29836600035001004
2015;3102605;0.28263269792008017;0.270927772464698;0.0022036579310388414;0.35590686144467343;13107001.0;5675001.0;115000.0;7317000.0;0.43297478958001145;0.5670252104199885;1411;22926;533.9988184966388;4021.970942593905;324.1734275495071;698640.269;85862.486;135218.308;341567.172;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Indústrias de transformação;785218.263;19585.41;0.6678419388715422;204450.04802687847;0.12289942307920416;0.19354496727413803;0.48890278324337477
2015;3102704;0.14972298001088888;0.2624226431109761;0.23027003665079343;0.42591380454312533;81847722.0;74948000.0;2881722.0;4018000.0;0.9157005004977414;0.0842994995022586;90;1442;52669.061776061775;832755.5555555555;4784.828016643551;90799.233;5053.158;5609.26;46808.369;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;97700.082;10382.58;0.3540350882462454;204450.04802687847;0.055651989923747494;0.06177651302406927;0.5155150264319964
2015;3102803;0.42151676710323804;0.26351247328597593;0.002446288944422946;0.46231828200986513;4050000.0;1610000.0;475500.0;1964500.0;0.39753086419753086;0.6024691358024692;229;3804;990.4622157006603;7030.56768558952;641.4300736067297;169974.223;33016.17;16861.467;76092.77;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;183998.511;14711.64;0.5016514937180347;204450.04802687847;0.19424221753906767;0.09920014165912676;0.44767240971591327
2015;3102852;0.2244218767733777;0.25072173527731667;0.0017070159176165063;0.2921515782356385;1842000.0;651000.0;0.0;1191000.0;0.3534201954397394;0.6465798045602605;133;1990;862.3595505617977;4894.736842105263;598.4924623115578;66174.828;16796.012;2473.024;15516.898;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;67603.229;7990.93;0.2724823317248285;204450.04802687847;0.253812703525274;0.037371068044181395;0.23448338996816132
2015;3102902;0.41336760362207287;0.2605955278097572;0.0011130861486049648;0.45230071050509935;2720000.0;630500.0;380000.0;1709500.0;0.2318014705882353;0.7681985294117647;256;3597;694.5863125638407;2462.890625;580.9007506255213;117692.013;18246.446;17462.274;41542.589;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias de transformação;125282.772;10837.61;0.3695511339886995;204450.04802687847;0.15503555028836152;0.14837263425853717;0.35297713023227834
2015;3103009;0.3937938217556121;0.26711795247909;0.020076164866865514;0.4570768702011338;18041000.0;13837000.0;1114000.0;3090000.0;0.7669752231029322;0.2330247768970678;210;2624;6312.456263121064;65890.47619047618;1602.1341463414635;140429.406;15407.983;35776.176;49590.579;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias extrativas;152683.311;15764.93;0.5375675779763682;204450.04802687847;0.10972048831424952;0.2547627097418613;0.35313528991214277
2015;3103108;0.2736225053864804;0.25488787174301203;0.00012342064097288253;0.33398790081237795;145000.0;2000.0;6000.0;137000.0;0.013793103448275862;0.9862068965517241;27;647;212.298682284041;74.07407407407408;221.02009273570326;19018.575;2759.384;964.977;5568.969;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;19617.184;11697.78;0.3988820288006608;204450.04802687847;0.14508889335820374;0.050738659442150634;0.2928173640769616
2015;3103207;0.5200536584089442;0.26451283513201523;0.0015240192052807474;0.5419906595933986;447000.0;163500.0;51000.0;232500.0;0.36577181208053694;0.6342281879194631;35;507;811.2522686025409;4671.428571428572;559.1715976331361;35488.694;4136.206;8853.885;9762.394;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Indústrias de transformação;38669.583;16441.15;0.5606259707240164;204450.04802687847;0.11654996377156059;0.24948466686319873;0.275084622725198
2015;3103405;0.1838647763234374;0.2634972662595609;0.0033355000003472907;0.27102214717294415;9261000.0;3863000.0;830500.0;4567500.0;0.4171255803908865;0.5828744196091135;409;11010;800.5705394190871;9444.987775061125;490.2815622161671;343285.398;10608.621;33330.905;175907.008;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;363713.965;9758.89;0.3327679134025841;204450.04802687847;0.030903210744780935;0.09709386182513945;0.5124220518112454
2015;3103504;0.1815367193487407;0.2820242015124256;0.009752875246156778;0.2892941239855161;85443578.0;46261492.0;14365400.0;24816686.0;0.5414273732778372;0.45857262672216276;4056;67476;1142.6451716436873;11405.6932938856;580.6818127926966;3423859.474;223588.471;1428016.574;1335655.811;Demais serviços;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Administração, defesa, educação e saúde públicas e seguridade social;3694435.419;31775.44;1.0835091763765148;204450.04802687847;0.06530305133662154;0.41707803280012773;0.3901024037763999
2015;3103603;0.38728570278999963;0.2563838986223993;0.0007939724826743525;0.42756834203401567;642500.0;93000.0;119500.0;430000.0;0.14474708171206227;0.8552529182879377;49;947;638.6679920477137;1897.9591836734694;580.2534318901795;42979.531;15086.375;3743.063;10638.467;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;44007.587;15280.41;0.5210459541644572;204450.04802687847;0.35101302059345413;0.08708943333979144;0.24752403650007254
2015;3103702;0.3264670444395132;0.251537154504177;0.0013193823530659684;0.3749408618430246;1415500.0;378000.0;105000.0;932500.0;0.2670434475450371;0.7329565524549629;92;2743;497.88955328877944;4108.695652173913;378.2355085672621;69712.254;20471.356;3209.958;16884.719;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;71711.113;8435.61;0.2876454533228649;204450.04802687847;0.29365505811933723;0.04604582144195194;0.24220589682841126
2015;3103751;0.15158033538819599;0.36498841594658843;0.07349085235237843;0.38361463939724194;85046087.0;72848287.0;5900200.0;6297600.0;0.8565742360374557;0.14342576396254422;357;1589;39464.54153132251;204056.8263305322;7676.400251730648;1319044.587;15107.108;1070975.845;188875.673;Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação;Demais serviços;Comércio e reparação de veículos automotores e motocicletas;1362974.987;204743.13;6.981525988469388;204450.04802687847;0.011453068492824193;0.8119330123902778;0.1431912725782635
2015;3103801;0.28872024502283805;0.27760515864972196;0.001886613674220606;0.3659636791885185;1090500.0;497500.0;135500.0;457500.0;0.45621274644658416;0.5437872535534158;84;1186;840.1386748844376;5922.619047619048;500.0;87885.472;14813.233;23585.06;35280.406;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;99990.169;34779.19;1.1859339008977476;204450.04802687847;0.16855155536969751;0.2683613054954066;0.4014361554546809
2015;3103900;0.5047807701145343;0.2667353119373645;0.02322390209737762;0.5489786844114669;23784050.0;15159650.0;3214400.0;5410000.0;0.6373872406087273;0.36261275939127274;195;3577;6016.708828737667;77741.79487179487;2411.070729661728;223656.237;85120.633;30077.811;76567.248;Agricultura, inclusive apoio à agricultura e a pós colheita;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;237707.581;27110.81;0.9244501858668263;204450.04802687847;0.38058689595139705;0.1344823261065597;0.3423434509452111
2015;3104007;0.26912905675961396;0.2919091626198902;0.015139682305664103;0.372399424780437;115391053.0;71354926.0;13183500.0;30852627.0;0.6183748578843457;0.38162514211565435;3099;57736;1843.484247691472;23025.145530816393;762.7152383261744;4315684.522;74337.42;1837563.672;1996952.176;Demais serviços;Indústrias de transformação;Comércio e reparação de veículos automotores e motocicletas;4901841.903;47945.4;1.6348878525377637;204450.04802687847;0.017224943023766277;0.4257873027170266;0.46271968347551057
2015;3104106;0.2871575791296037;0.27382136205745855;0.0029322994266876828;0.36248902355385865;4274000.0;2254000.0;889000.0;1131000.0;0.5273748245203557;0.4726251754796444;249;4159;954.2308551015851;9052.208835341366;485.6936763645107;199901.321;16979.857;49893.574;94242.709;Demais serviços;Indústrias de transformação;Administração, defesa, educação e saúde públicas e seguridade social;231523.985;22319.87;0.7610841568371951;204450.04802687847;0.08494119456069027;0.2495910169598129;0.47144615417523933
2015;3104205;0.5173912360918266;0.2832613987387207;0.00817764333540106;0.5603624233354226;47860000.0;34444000.0;2952000.0;10464000.0;0.7196824070204764;0.28031759297952363;2239;22265;1856.4058802994452;15383.653416703886;602.5600718616663;1113804.337;34339.558;489364.757;445937.535;Demais serviços;Indústrias extrativas;Indústrias de transformação;1244261.808;31701.75;1.080996424666163;204450.04802687847;0.030830871149678415;0.43936330712994875;0.4003733152998128
2015;3104304;0.37563782960364833;0.264670279600203;0.0018018534697341623;0.42566682772620873;5211000.0;1550000.0;1317000.0;2344000.0;0.2974477067741316;0.7025522932258683;354;6191;780.791129757267;4378.531073446327;591.3422710386044;189222.812;26549.056;22490.496;89344.425;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Agricultura, inclusive apoio à agricultura e a pós colheita;200168.851;13579.98;0.4630630746579605;204450.04802687847;0.1403057893463712;0.11885721262825329;0.4721651901040346
2015;3104403;0.2874633069592182;0.2549772834615482;0.001236485592686556;0.34614156856948547;365000.0;185000.0;0.0;180000.0;0.5068493150684932;0.4931506849315068;45;682;489.93288590604027;4111.111111111111;263.92961876832845;25049.024;3707.643;1282.244;8248.319;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;25948.461;8978.71;0.306164593693229;204450.04802687847;0.1480154675886773;0.0511893796740344;0.32928704128352465
2015;3104452;0.24250010955178988;0.24913436165577613;0.0018691421568730361;0.30560575015211244;708000.0;306500.0;16000.0;385500.0;0.432909604519774;0.567090395480226;48;1084;622.1441124780316;6385.416666666667;370.3874538745387;42018.342;12628.31;1259.636;8082.18;Administração, defesa, educação e saúde públicas e seguridade social;Produção florestal, pesca e aquicultura;Demais serviços;42833.878;8369.26;0.2853829879139647;204450.04802687847;0.3005427962864408;0.029978241407050285;0.19234885564975412
2015;3104502;0.15881364226797567;0.2576090015688487;0.002474383694755387;0.24533008137443876;7528700.0;3421700.0;1020000.0;3087000.0;0.45448749452096643;0.5455125054790335;632;4862;1323.145869947276;5414.0822784810125;844.7141094199918;187599.915;39943.782;9040.026;72355.071;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;197833.026;10857.42;0.37022663421101015;204450.04802687847;0.21292004316739693;0.04818779368849927;0.38568818647918895
2015;3104601;0.3120240661079958;0.2743623178496536;0.0016550793268301606;0.3819841564968249;3951000.0;1466500.0;502000.0;1982500.0;0.3711718552265249;0.628828144773475;338;5278;690.0104785190359;4338.757396449704;470.7275483137552;234212.107;10473.331;91128.719;85107.336;Indústrias de transformação;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;263609.621;18914.37;0.6449601786908588;204450.04802687847;0.04471729123721175;0.3890862866452929;0.3633771844253978
2015;3104700;0.19328954260165634;0.2564628587456382;0.0020215296652144853;0.2718917759290131;2318000.0;1009000.0;300000.0;1009000.0;0.4352890422778257;0.5647109577221743;166;2545;849.3953829241481;6078.313253012048;514.3418467583497;137041.948;32001.606;13470.535;41331.073;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;142207.714;10129.48;0.34540464370980795;204450.04802687847;0.23351686448590178;0.09829497607550061;0.3015943191350432
2015;3104809;0.3094715566981881;0.2564884088339151;0.0037038453999868985;0.3671366028427079;1660000.0;804000.0;221000.0;635000.0;0.4843373493975904;0.5156626506024097;67;1007;1528.5451197053408;12000.0;850.0496524329692;56720.832;14454.432;4043.805;17884.055;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Pecuária, inclusive apoio à pecuária;58769.434;11658.29;0.3975354612196892;204450.04802687847;0.2548346258390568;0.07129311854945992;0.3152995886943266
2015;3104908;0.399209454741578;0.26494482895197646;0.0013433023157752135;0.44456200463244666;4818000.0;1651000.0;574000.0;2593000.0;0.3426733084267331;0.657326691573267;544;8123;548.6846600614964;3034.926470588235;389.88058599039766;226760.587;18738.72;19728.905;120622.05;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;239821.641;12499.82;0.426230751582187;204450.04802687847;0.08263658269679819;0.08700323658978709;0.5319356930399902
2015;3105004;0.5376860557679553;0.25668429891182015;0.00103912439468542;0.549519578407731;1718000.0;610500.0;194500.0;913000.0;0.3553550640279395;0.6446449359720605;232;2556;610.7358691788127;2631.4655172413795;433.2942097026604;76409.754;14669.867;8545.413;22520.876;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;79903.772;9900.11;0.33758336728419497;204450.04802687847;0.19198945464475647;0.11183667729122647;0.2947382345976405
2015;3105103;0.39680343291882847;0.2690271158908376;0.00544656667575919;0.44923136458911833;17363463.0;10854463.0;1564000.0;4945000.0;0.625132382866252;0.37486761713374805;750;11097;1430.7401944627554;14472.617333333334;586.5549247544382;440076.428;82921.611;66503.985;210417.473;Demais serviços;Administração, defesa, educação e saúde públicas e seguridade social;Comércio e reparação de veículos automotores e motocicletas;478829.88;20076.72;0.6845950945617718;204450.04802687847;0.1884254773127726;0.1511191710545333;0.4781384768920184
2015;3105202;0.1351676524829711;0.25088007741212714;0.000784990134493643;0.2194248940910385;390000.0;84000.0;39000.0;267000.0;0.2153846153846154;0.7846153846153846;40;660;554.7652916073969;2100.0;463.6363636363636;39622.131;8567.99;1483.164;9425.605;Administração, defesa, educação e saúde públicas e seguridade social;Demais serviços;Agricultura, inclusive apoio à agricultura e a pós colheita;40554.656;8080.23;0.2755273680626549;204450.04802687847;0.216242533749636;0.037432716579529755;0.23788738167565998
